x,y,z
-0.01,0.02,-1.04
-0.01,0.02,-1.0
-0.01,0.02,-1.03
-0.01,0.02,-1.02
-0.01,0.02,-1.01
-0.01,0.02,-1.03
-0.01,0.02,-1.01
-0.01,0.02,-1.01
-0.01,0.02,-1.03
-0.01,0.02,-1.01
-0.01,0.02,-1.02
-0.01,0.02,-1.03
-0.01,0.02,-1.0
-0.01,0.02,-1.02
-0.01,0.02,-1.04
-0.01,0.02,-0.98
-0.01,0.02,-1.01
-0.01,0.02,-1.05
-0.01,0.02,-0.98
-0.01,0.02,-1.01
-0.01,0.02,-1.05
-0.01,0.02,-0.98
-0.01,0.02,-1.01
-0.01,0.02,-1.04
-0.01,0.02,-0.99
-0.01,0.02,-1.02
-0.01,0.02,-1.03
-0.01,0.02,-1.0
-0.01,0.02,-1.03
-0.01,0.02,-1.02
-0.01,0.02,-1.0
-0.01,0.02,-1.04
-0.01,0.02,-1.02
-0.01,0.02,-0.99
-0.01,0.02,-1.04
-0.01,0.02,-1.02
-0.01,0.02,-0.98
-0.01,0.02,-1.04
-0.01,0.02,-1.02
-0.01,0.02,-0.99
-0.01,0.02,-1.04
-0.01,0.02,-1.01
-0.01,0.02,-0.99
-0.01,0.02,-1.05
-0.01,0.02,-1.0
-0.01,0.02,-0.99
-0.01,0.02,-1.05
-0.01,0.02,-1.03
-0.01,0.02,-1.0
-0.01,0.02,-1.04
-0.01,0.02,-1.03
-0.01,0.02,-1.0
-0.01,0.02,-1.04
-0.01,0.02,-1.02
-0.01,0.02,-1.0
-0.01,0.02,-1.03
-0.01,0.02,-1.02
-0.01,0.02,-1.03
-0.01,0.02,-1.02
-0.01,0.02,-1.0
-0.01,0.02,-1.04
-0.01,0.02,-1.02
-0.01,0.02,-0.99
-0.01,0.02,-1.04
-0.01,0.02,-1.06
-0.01,0.02,-0.99
-0.01,0.02,-1.03
-0.01,0.02,-1.04
-0.01,0.02,-1.0
-0.01,0.02,-1.04
-0.01,0.02,-1.04
-0.01,0.02,-0.99
-0.01,0.02,-1.02
-0.01,0.02,-1.03
-0.01,0.02,-1.0
-0.01,0.02,-1.02
-0.01,0.02,-1.03
-0.01,0.02,-1.0
-0.01,0.02,-1.02
-0.01,0.02,-1.02
-0.01,0.02,-1.0
-0.01,0.02,-1.04
-0.01,0.02,-1.02
-0.01,0.02,-0.99
-0.01,0.02,-1.04
-0.01,0.02,-1.03
-0.01,0.02,-0.98
-0.01,0.02,-1.04
-0.01,0.02,-1.02
-0.01,0.02,-0.99
-0.01,0.02,-1.05
-0.01,0.02,-1.02
-0.01,0.02,-0.98
-0.01,0.02,-1.05
-0.01,0.02,-1.01
-0.01,0.02,-0.98
-0.01,0.02,-1.04
-0.01,0.02,-1.0
-0.01,0.02,-0.99
-0.01,0.02,-1.06
-0.01,0.02,-1.03
-0.01,0.02,-0.98
-0.01,0.02,-1.03
-0.01,0.02,-1.04
-0.01,0.02,-0.97
-0.01,0.02,-1.03
-0.01,0.02,-1.04
-0.01,0.02,-0.97
-0.01,0.02,-1.03
-0.01,0.02,-1.03
-0.01,0.02,-0.99
-0.01,0.02,-1.04
-0.01,0.02,-1.02
-0.01,0.02,-0.99
-0.01,0.02,-1.04
-0.01,0.02,-1.02
-0.01,0.02,-0.98
-0.01,0.02,-1.04
-0.01,0.02,-1.01
-0.01,0.02,-0.99
-0.01,0.02,-1.04
-0.01,0.02,-0.99
-0.01,0.02,-0.98
-0.01,0.02,-1.08
-0.01,0.02,-0.97
-0.01,0.02,-0.96
-0.01,0.02,-1.09
-0.01,0.02,-1.06
